subject_id	subject_label	subject_category	subject_type	predicate_id	object_id	object_catergory	object_type	subject_definition	mapping_justification
https://w3id.org/isample/vocabulary/material/anthropogenicmetalmaterial	Anthropogenic metal material 	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Metal that has been produced or used by humans. Samples of naturally occurring metallic material (e.g. native copper, gold nuggets) should be considered mineral material. Metallic material is material that when polished or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well. Metals are typically malleable (they can be hammered into thin sheets) or ductile (can be drawn into wires). The boundaries between metals, nonmetals, and metalloids fluctuate slightly due to a lack of universally accepted definitions of the categories involved. (https://en.wikipedia.org/wiki/Metal, c.f. http://purl.obolibrary.org/obo/ENVO_01001069)	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/anthropogenicmaterial	Anthropogenic material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material produced by human activity.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/anyice	Any ice	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	a material that is in a solid state under the temperature and pressure conditions of the preserved sample, but is a liquid or gas at Standard Temperature and Pressure (STP).	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/biogenicnon-organicmaterial	Biogenic non-organic material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material produced by an organism but not composed of very large molecules of biological origin. E.g. bone, tooth, shell, coral skeleton,	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/dispersedmedia	Dispersed media	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material that contains discrete elements of some material dispersed in a continuous fluid medium.  The dispersed component can be a gas, a liquid or a solid (based on https://en.wikipedia.org/wiki/Dispersed_media). Does not include mixtures of granular material like soil, sediment, particulate, or solids that would be considered  rock material.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/naturalsolidmaterial	Natural Solid Material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	A naturally occurring solid material that is not anthropogenic, biogenic, or ice.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/fluidmaterial	Fluid material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Substance that continually deforms (flows) under an applied shear stress, or external force. Fluids are a phase of matter and include liquids, gases and plasmas. They are substances with zero or small shear modulus, and flow at a perceptible rate under any shear force applied to them. (https://en.wikipedia.org/wiki/Fluid)	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/gaseousmaterial	Gaseous material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material composed of one or more chemical entities that has neither independent shape nor volume but tends to expand indefinitely (http://purl.obolibrary.org/obo/ENVO_01000797). Infer that the sample is curated in some kind of container.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/liquidwater	Liquid water	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	A material primarily composed of dihydrogen oxide in its liquid form; infer that the sample is curated in some kind of container.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/material	Material 	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Top Concept in iSamples Material Category scheme	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/mineral	Mineral 	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material consists of a single mineral or mineraloid phase.  A mineral is an element or chemical compound that is normally crystalline and that has been formed as a result of geological processes. (Nickel, Ernest H. (1995), The definition of a mineral, The Canadian Mineralogist. 33 (3): 689–90). Include mineraloids. ... A material primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure. (http://purl.obolibrary.org/obo/ENVO_01000256). The identity of a mineral species is defined by a crystal structure and a chemical composition that might include various specific elemental substitutions in that structure. Mineraloid: A naturally occurring mineral-like substance that does not demonstrate crystallinity. Mineraloids possess chemical compositions that vary beyond the generally accepted ranges for specific minerals. Examples: obsidian, Opal. (https://en.wikipedia.org/wiki/Mineraloid)	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/mixedsoilsedimentorrock	Mixed soil sediment or rock	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material is mixed aggregation of fragments of undifferentiated soil, sediment or rock origin. e.g. cuttings from some boreholes (rock fragments and caved soil or sediment).	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/non-aqueousliquidmaterial	Non-aqueous liquid material 	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Liquid composed dominantly of material other than water. Includes liquids that do not fit in any other category. E.g. alcohol, petroleum.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/organicmaterial	Organic material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material derived from living organisms and composed primarily of one or more very large molecules of biological origin. Examples: body (animal or plant), body part, fecal matter, seeds, wood, tissue, biological fluids, biological waste, algal material, biofilm, necromass, plankton. source: http://purl.obolibrary.org/obo/ENVO_01000155	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/otheranthropogenicmaterial	Other anthropogenic material	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Non-metallic material produced by human activity. Organic products of agricultural activity are both anthropogenic and organic. Include lab preparations like XRF pellet and rock powders. Examples: ceramics, concrete, slag, (anthropogenic) glass, mine tailing, plaster, waste.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/particulate	Particulate	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material consists of microscopic particulate material derived by precipitation, filtering, or settling from suspension in a fluid, e.g. filtrate from water, deposition from atmosphere, astro material particles. Might include mineral, organic, or biological material. ENVO definition (ENVO_01000060) has composed of microscopic portions of solid or liquid material suspended in another environmental material. Refine here to define as the solid particles, distinct from a material in which they are suspended. A material that includes solid or liquid particles suspended in another material would be a dispersed_media in this scheme, not defined in ENVO. Human manufactured particulates (e.g. rock powder) should be categorized as Anthropogenic material as well as Particulate	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/rock	Rock	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Consolidated aggregate of particles (grains) of rock, mineral (including native elements), mineraloid, or solid organic material. Includes mineral aggregates such as granite, shale, marble; natural glass such as obsidian; organic material formed by geologic processes such a coal;  extraterrestrial material in meteorites; and  crushed rock fragments like drill cuttings from rock.  (based on http://resource.geosciml.org/classifier/cgi/lithology/rock, same as http://purl.obolibrary.org/obo/ENVO_00001995)	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/rockorsediment	Rock or sediment	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Material is rock or sediment.  For example core from boreholes that likely penetrate sediment near the surface and rock at greater depth, with descriptions that do not clearly distinguish non-consolidated sediment from rock.	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/sediment	Sediment	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Solid granular material transported by wind, water, or gravity, not modified by interaction with biosphere or atmosphere (to differentiate from soil). Particles might be derived by erosion of pre-existing rock, from shell or other body parts from organisms, precipitated chemically in the surficial environment, or generated by explosive volcanic activity. (http://resource.geosciml.org/classifier/cgi/lithology/sediment). Sediment is not consolidated, i.e. the particulate constituents do not adhere to each other strongly enough that the aggregate can be considered a solid material in its own right. Similar to http://purl.obolibrary.org/obo/ENVO_00002007	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/soil	Soil	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Mixed granular mineral and organic matter modified by interaction between earth material, biosphere, and atmosphere, consisting of varying proportions of sand, silt, and clay, organic material such as humus, gases, liquids, and a broad range of resident micro- and macroorganisms. (https://en.wikipedia.org/wiki/Soil) Soil consists of horizons near the Earths surface that, in contrast to the underlying parent material, have been altered by the interactions of climate, relief, and living organisms over time. (http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/edu/?cid=nrcs142p2_054280) (http://purl.obolibrary.org/obo/ENVO_00001998)	semapv:ManualMappingCuration
https://w3id.org/isample/vocabulary/material/frozenwater	Frozen water	https://w3id.org/isample/vocabulary/material/1.0/materialsvocabulary	owl named individual	rdf:type	dwc:MaterialEntity	dwc:MaterialEntity	rdfs class	Water that is in a solid state.	semapv:ManualMappingCuration
									
